"Town Name, State",Town Name,State,Longitude,Latitude,Coastal,Inland,Urban,Remote,Year Settled,Year Settled,Year Abandoned,Duration (years),Commodities,Mine Size,Mine Type,Mineral Distribution,Town Area (acres),Peak Population
"Pokagon, Michigan",Pokagon,Michigan,-86.176102,41.914921,,,,,,,,0,,,,,,
"Port Sheldon, Michigan",Port Sheldon,Michigan,-86.182442,42.8848,,,,,,,,0,,,,,,
"Prairieville, Michigan",Prairieville,Michigan,-85.485321,42.464561,,,,,,,,0,,,,,,
"Quinn, Michigan",Quinn,Michigan,-87.987849,45.80656,,,,,,,,0,,,,,,
"Rattle Run, Michigan",Rattle Run,Michigan,-82.598679,42.866772,,,,,,,,0,,,,,,
"Robinson, Michigan",Robinson,Michigan,-86.083794,42.987549,,,,,,,,0,,,,,,
"Sharon, Michigan",Sharon,Michigan,-84.067459,42.190788,,,,,,,,0,,,,,,
"Shelldrake, Michigan",Shelldrake,Michigan,-85.033691,46.678928,,,,,,,,0,,,,,,
"Sigma, Michigan",Sigma,Michigan,-85.073853,44.66964,,,,,,,,0,,,,,,
"South Assyria, Michigan",South Assyria,Michigan,-85.131655,42.463149,,,,,,,,0,,,,,,
"South Boardman, Michigan",South Boardman,Michigan,-85.284074,44.641363,,,,,,,,0,,,,,,
"Springvale, Michigan",Springvale,Michigan,-84.803940,45.362621,,,,,,,,0,,,,,,
"Stittsville, Michigan",Stittsville,Michigan,-85.074669,44.451302,,,,,,,,0,,,,,,
"Superior, Michigan",Superior,Michigan,-83.621178,42.289551,,,,,,,,0,,,,,,
"Temple, Michigan",Temple,Michigan,-85.023010,44.03257,,,,,,,,0,,,,,,
"Union, Michigan",Union,Michigan,-85.863899,41.787149,,,,,,,,0,,,,,,
"Volinia, Michigan",Volinia,Michigan,-85.952011,42.012421,,,,,,,,0,,,,,,
"Watervale, Michigan",Watervale,Michigan,-86.200882,44.556549,,,,,,,,0,,,,,,
"Wetzell, Michigan",Wetzell,Michigan,-85.029839,44.93087,,,,,,,,0,,,,,,
"Whitefish Point, Michigan",Whitefish Point,Michigan,-85.002998,46.737728,,,,,,,,0,,,,,,
"Wilson, Michigan",Wilson,Michigan,-87.428434,45.704854,,,,,,,,0,,,,,,
"Ash Creek, Minnesota",Ash Creek,Minnesota,-96.194946,43.543839,,,,,,,,0,,,,,,
"Bodum, Minnesota",Bodum,Minnesota,-93.197411,45.500278,,,,,,,,0,,,,,,
"Bruce, Minnesota",Bruce,Minnesota,-96.392082,43.522018,,,,,,,,0,,,,,,
"Cazenovia, Minnesota",Cazenovia,Minnesota,-96.369530,44.066929,,,,,,,,0,,,,,,
"Chengwatana, Minnesota",Chengwatana,Minnesota,-92.971298,45.834301,,,,,,,,0,,,,,,
"Childs, Minnesota",Childs,Minnesota,-96.534233,46.072632,,,,,,,,0,,,,,,
"Craigsville, Minnesota",Craigsville,Minnesota,-93.607702,47.914213,,,,,,,,0,,,,,,
"Crown, Minnesota",Crown,Minnesota,-93.454941,45.44244,,,,,,,,0,,,,,,
"Day, Minnesota",Day,Minnesota,-93.394753,45.70916,,,,,,,,0,,,,,,
"Dorothy, Minnesota",Dorothy,Minnesota,-96.443253,47.927391,,,,,,,,0,,,,,,
"Fermoy, Minnesota",Fermoy,Minnesota,-92.603111,47.26226,,,,,,,,0,,,,,,
"Fernando, Minnesota",Fernando,Minnesota,-94.458748,44.65173,,,,,,,,0,,,,,,
"Forestville, Minnesota",Forestville,Minnesota,-92.214699,43.642799,,,,,,,,0,,,,,,
"Heatwole, Minnesota",Heatwole,Minnesota,-94.400711,44.8316,,,,,,,,0,,,,,,
"Huot, Minnesota",Huot,Minnesota,-96.432770,47.858639,,,,,,,,0,,,,,,
"Iron Junction, Minnesota",Iron Junction,Minnesota,-92.598622,47.421362,,,,,,,,0,,,,,,
"Leaf River, Minnesota",Leaf River,Minnesota,-95.093262,46.4883,,,,,,,,0,,,,,,
"Mallard, Minnesota",Mallard,Minnesota,-95.266701,47.3111,,,,,,,,0,,,,,,
"Manganese, Minnesota",Manganese,Minnesota,-94.009392,46.527359,,,,,,,,0,,,,,,
"Manley, Minnesota",Manley,Minnesota,-96.431717,43.590191,,,,,,,,0,,,,,,
"Muskoda, Minnesota",Muskoda,Minnesota,-96.404549,46.875839,,,,,,,,0,,,,,,
"New Prairie, Minnesota",New Prairie,Minnesota,-95.645020,45.614449,,,,,,,,0,,,,,,
"Nininger, Minnesota",Nininger,Minnesota,-92.902000,44.767941,,,,,,,,0,,,,,,
"Oak Lake, Minnesota",Oak Lake,Minnesota,-92.281337,44.4564,,,,,,,,0,,,,,,
"Old Crow Wing, Minnesota",Old Crow Wing,Minnesota,-94.293189,46.280095,,,,,,,,0,,,,,,
"Pelan, Minnesota",Pelan,Minnesota,-96.390556,48.6441,,,,,,,,0,,,,,,
"Philbrook, Minnesota",Philbrook,Minnesota,-94.716316,46.283798,,,,,,,,0,,,,,,
"Pinewood, Minnesota",Pinewood,Minnesota,-95.127602,47.596859,,,,,,,,0,,,,,,
"West Newton, Minnesota",West Newton,Minnesota,-91.900970,44.264771,,,,,,,,0,,,,,,
"Winner, Minnesota",Winner,Minnesota,-95.434898,48.597851,,,,,,,,0,,,,,,
"Bankston, Mississippi",Bankston,Mississippi,-89.278000,33.260502,,,,,,,,0,,,,,,
"Brewton or Wontierioniasiopolis, Mississippi",Brewton or Wontierioniasiopolis,Mississippi,-89.876381,32.585159,,,,,,,,0,,,,,,
"Camargo, Mississippi",Camargo,Mississippi,-88.648598,34.070801,,,,,,,,0,,,,,,
"Cotton Gin Port, Mississippi",Cotton Gin Port,Mississippi,-88.543098,33.970798,,,,,,,,0,,,,,,
"Gainesville, Mississippi",Gainesville,Mississippi,-89.635147,30.353081,,,,,,,,0,,,,,,
"Holmesville, Mississippi",Holmesville,Mississippi,-90.308891,31.2045,,,,,,,,0,,,,,,
"Napoleon, Mississippi",Napoleon,Mississippi,-89.613251,30.340179,,,,,,,,0,,,,,,
"Rodney, Mississippi",Rodney,Mississippi,-91.184196,31.862761,,,,,,,,0,,,,,,
"Woolworth, Mississippi",Woolworth,Mississippi,-90.288040,31.607969,,,,,,,,0,,,,,,
"Arlington, Missouri",Arlington,Missouri,-91.935677,37.94276,,,,,,,,0,,,,,,
"Bloodland, Missouri",Bloodland,Missouri,-92.152290,37.68782,,,,,,,,0,,,,,,
"Cookville, Missouri",Cookville,Missouri,-92.209717,37.649441,,,,,,,,0,,,,,,
"Goldman, Missouri",Goldman,Missouri,-90.522003,38.29707,,,,,,,,0,,,,,,
"Hamburg, Missouri",Hamburg,Missouri,-90.734734,38.666039,,,,,,,,0,,,,,,
"Howell, Missouri",Howell,Missouri,-91.887978,36.777309,,,,,,,,0,,,,,,
"Monark Springs, Missouri",Monark Springs,Missouri,-94.291328,36.876701,,,,,,,,0,,,,,,
"Possum Trot, Missouri",Possum Trot,Missouri,-93.424660,36.978359,,,,,,,,0,,,,,,
"Saint Annie, Missouri",Saint Annie,Missouri,-92.273903,37.571899,,,,,,,,0,,,,,,
"Times Beach, Missouri",Times Beach,Missouri,-90.604523,38.50906,,,,,,,,0,,,,,,
"Toonerville, Missouri",Toonerville,Missouri,-90.733299,38.6917,,,,,,,,0,,,,,,
"Wayman or Xenia, Missouri",Wayman or Xenia,Missouri,-92.436653,38.304611,,,,,,,,0,,,,,,
"Aldridge, Montana",Aldridge,Montana,-110.807266,45.085239,,,,,,,,0,,,,,,
"Bannack, Montana",Bannack,Montana,-112.995556,45.161111,,,,,1862,1862,1970,108,Gold,108,,,,10000
"Barker, Montana",Barker,Montana,-110.639961,47.072369,,,,,,,,0,,,,,,
"Bearmouth, Montana",Bearmouth,Montana,-113.331261,46.708599,,,,,,,,0,,,,,,
"Bowler, Montana",Bowler,Montana,-108.770531,45.206459,,,,,,,,0,,,,,,
"Cable, Montana",Cable,Montana,-113.134675,46.173174,,,,,1867,1867,1940,73,Gold,73,,,,
"Carter, Montana",Carter,Montana,-110.960388,47.782439,,,,,,,,0,,,,,,
"Coburg, Montana",Coburg,Montana,-108.457703,48.45248,,,,,,,,0,,,,,,
"Comertown, Montana",Comertown,Montana,-104.249573,48.899632,,,,,,,,0,,,,,,
"Comet, Montana",Comet,Montana,-112.169098,46.31078,,,,,,,,0,,,,,,
"Dooley, Montana",Dooley,Montana,-104.384323,48.880371,,,,,,,,0,,,,,,
"Electric, Montana",Electric,Montana,-110.781067,45.078049,,,,,,,,0,,,,,,
"Elkhorn, Montana",Elkhorn,Montana,-111.945503,46.274158,,,,,,,,0,,,,,,
"Exeter, Montana",Exeter,Montana,-70.946381,42.981419,,,,,,,,0,,,,,,
"Fox, Montana",Fox,Montana,-109.217819,45.276402,,,,,,,,0,,,,,,
"Garnet, Montana",Garnet,Montana,-113.341240,46.81921,,,,,,,,0,,,,,,
"Giltedge, Montana",Giltedge,Montana,-109.204239,47.129089,,,,,,,,0,,,,,,
"Glendale, Montana",Glendale,Montana,-112.776138,45.640968,,,,,,,,0,,,,,,
"Gold Creek, Montana",Gold Creek,Montana,-112.928259,46.588295,,,,,,,,0,,,,,,
"Granite, Montana",Granite,Montana,-113.062449,46.2752045,,,,,,,,0,,,,,,
"Granite, Montana",Granite,Montana,-113.457474,46.38538,,,,,,,,0,,,,,,
"Hassel, Montana",Hassel,Montana,-111.664810,46.30661,,,,,,,,0,,,,,,
"Hillsboro, Montana",Hillsboro,Montana,-108.237694,45.104328,,,,,,,,0,,,,,,
"Independence, Montana",Independence,Montana,-110.241699,45.208641,,,,,,,,0,,,,,,
"Ingomar, Montana",Ingomar,Montana,-107.375054,46.57683,,,,,,,,0,,,,,,
"Jardine, Montana",Jardine,Montana,-110.632607,45.072681,,,,,,,,0,,,,,,
"Kendall, Montana",Kendall,Montana,-109.461700,47.284401,,,,,,,,0,,,,,,
"Keystone, Montana",Keystone,Montana,-114.937241,47.266022,,,,,,,,0,,,,,,
"Landusky, Montana",Landusky,Montana,-108.627411,47.896858,,,,,,,,0,,,,,,
"Laurin, Montana",Laurin,Montana,-112.117683,45.352139,,,,,,,,0,,,,,,
"Maiden, Montana",Maiden,Montana,-109.198418,47.16721,,,,,,,,0,,,,,,
"Mammoth, Montana",Mammoth,Montana,-111.930359,45.80891,,,,,,,,0,,,,,,
"Marysville, Montana",Marysville,Montana,-112.300474,46.7509,,,,,,,,0,,,,,,
"Maudlow, Montana",Maudlow,Montana,-111.146027,46.110249,,,,,,,,0,,,,,,
"Melrose, Montana",Melrose,Montana,-112.683844,45.628565,,,,,,,,0,,,,,,
"Nevada City, Montana",Nevada City,Montana,-111.969842,45.31073065,,,,,,,,0,,,,,,
"Old Chico, Montana",Old Chico,Montana,-110.760694,45.318955,,,,,,,,0,,,,,,
"Pioneer, Montana",Pioneer,Montana,-112.533897,46.003651,,,,,,,,0,,,,,,
"Pony, Montana",Pony,Montana,-111.892709,45.658475,,,,,,,,0,,,,,,
"Red Bluff, Montana",Red Bluff,Montana,-111.647758,45.588692,,,,,,,,0,,,,,,
"Rimini, Montana",Rimini,Montana,-112.227249,46.573158,,,,,,,,0,,,,,,
"Rockvale, Montana",Rockvale,Montana,-108.853706,45.526451,,,,,,,,0,,,,,,
"Ruby Gulch, Montana",Ruby Gulch,Montana,-109.296402,47.1119,,,,,,,,0,,,,,,
"Ruby, Montana",Ruby,Montana,-112.091667,45.333599,,,,,,,,0,,,,,,
"Silesia, Montana",Silesia,Montana,-108.838852,45.563919,,,,,,,,0,,,,,,
"Silver Bow, Montana",Silver Bow,Montana,-112.637688,45.905239,,,,,,,,0,,,,,,
"Sixteen, Montana",Sixteen,Montana,-110.998039,46.215939,,,,,,,,0,,,,,,
"Southern Cross, Montana",Southern Cross,Montana,-113.231789,46.206749,,,,,,,,0,,,,,,
"Stark, Montana",Stark,Montana,-114.496834,47.120152,,,,,,,,0,,,,,,
"Sumatra, Montana",Sumatra,Montana,-107.550249,46.618075,,,,,,,,0,,,,,,
"Taft, Montana",Taft,Montana,-115.588699,47.418812,,,,,,,,0,,,,,,
"Thoeny, Montana",Thoeny,Montana,-106.918800,48.87841,,,,,,,,0,,,,,,
"Tower, Montana",Tower,Montana,-105.656941,46.4847259,,,,,,,,0,,,,,,
"Vananda, Montana",Vananda,Montana,-107.004044,46.391331,,,,,,,,0,,,,,,
"Vandalia, Montana",Vandalia,Montana,-106.908882,48.356079,,,,,,,,0,,,,,,
"Virginia City, Montana",Virginia City,Montana,-111.946091,45.2938143,,,,,,,,0,,,,,,
"Virginia City, Montana",Virginia City,Montana,-111.944809,45.29356,,,,,,,,0,,,,,,
"Wagner, Montana",Wagner,Montana,-108.158073,48.380932,,,,,,,,0,,,,,,
"Washoe, Montana",Washoe,Montana,-109.173187,45.159569,,,,,,,,0,,,,,,
"Wickes, Montana",Wickes,Montana,-112.086037,46.356159,,,,,,,,0,,,,,,
"Zortman, Montana",Zortman,Montana,-108.527514,47.91835,,,,,,,,0,,,,,,
"Breslau, Nebraska",Breslau,Nebraska,-97.699654,42.3512,,,,,,,,0,,,,,,
"DeWitty, Nebraska",DeWitty,Nebraska,-97.022903,41.082481,,,,,,,,0,,,,,,
"Omadi, Nebraska",Omadi,Nebraska,-98.807503,42.479511,,,,,,,,0,,,,,,
"Aurora, Nevada",Aurora,Nevada,-118.899696,38.287201,,,,,,,,0,,,,,,
"Belleville, Nevada",Belleville,Nevada,-118.178902,38.2192,,,,,,,,0,,,,,,
"Belmont Mill, Nevada",Belmont Mill,Nevada,-116.871111,38.5925,,,,,1865,1865,1910,45,"Silver, lead",45,,,,15000
"Beowawe, Nevada",Beowawe,Nevada,-116.475777,40.590092,,,,,,,,0,,,,,,
"Berlin, Nevada",Berlin,Nevada,-117.607222,38.882222,,,,,1897,1897,1911,14,"Gold, silver",14,,,,
"Black Horse, Nevada",Black Horse,Nevada,-114.654179,39.601456,,,,,1906,1906,1913,7,Gold,7,,,,
"Blair, Nevada",Blair,Nevada,-117.634842,37.774269,,,,,,,,0,,,,,,
"Broken Hills, Nevada",Broken Hills,Nevada,-118.010278,39.049722,,,,,1913,1913,1944,31,,31,,,,
"Bullfrog, Nevada",Bullfrog,Nevada,-116.816261,36.882149,,,,,,,,0,,,,,,
"Bullionville, Nevada",Bullionville,Nevada,-114.406097,37.803299,,,,,,,,0,,,,,,
"Cactus Springs, Nevada",Cactus Springs,Nevada,-115.725807,36.57803,,,,,,,,0,,,,,,
"Caliente, Nevada",Caliente,Nevada,-114.514167,37.615278,,,,,1901,,,0,,0,,,,5000
"Candelaria, Nevada",Candelaria,Nevada,-118.089167,38.158889,,,,,1864,1864,1941,77,,77,,,,
"Coaldale, Nevada",Coaldale,Nevada,-117.884758,38.029369,,,,,,,,0,,,,,,
"Cobre, Nevada",Cobre,Nevada,-114.403297,41.103191,,,,,,,,0,,,,,,
"Columbus, Nevada",Columbus,Nevada,-117.919037,38.090569,,,,,,,,0,,,,,,
"Cortez, Nevada",Cortez,Nevada,-116.610443,40.130489,,,,,,,,0,,,,,,
"Currant, Nevada",Currant,Nevada,-115.473587,38.74271,,,,,,,,0,,,,,,
"Daveytown, Nevada",Daveytown,Nevada,-117.962448,41.406681,,,,,,,,0,,,,,,
"Dayton, Nevada",Dayton,Nevada,-119.592950,39.2371386,,,,,,,,0,,,,,,
"Deeth, Nevada",Deeth,Nevada,-115.274482,41.064071,,,,,,,,0,,,,,,
"Delamar, Nevada",Delamar,Nevada,-114.789131,37.62038,,,,,,,,0,,,,,,
"Delano, Nevada",Delano,Nevada,-114.272797,41.667801,,,,,,,,0,,,,,,
"Dixie Valley, Nevada",Dixie Valley,Nevada,-118.076462,39.694321,,,,,,,,0,,,,,,
"Eureka, Nevada",Eureka,Nevada,-115.905233,39.5640953,,,,,,,,0,,,,,,
"Fairview, Nevada",Fairview,Nevada,-117.526398,40.9258,,,,,,,,0,,,,,,
"Fish Lake Valley, Nevada",Fish Lake Valley,Nevada,-115.065289,36.27495,,,,,,,,0,,,,,,
"Fort Churchill State Historic Park, Nevada",Fort Churchill State Historic Park,Nevada,-119.262733,39.29781,,,,,,,,0,,,,,,
"Genoa, Nevada",Genoa,Nevada,-119.847124,39.0043524,,,,,,,,0,,,,,,
"Gold Acres, Nevada",Gold Acres,Nevada,-116.650688,40.308949,,,,,,,,0,,,,,,
"Gold Center, Nevada",Gold Center,Nevada,-116.755722,36.867641,,,,,,,,0,,,,,,
"Gold Hill, Nevada",Gold Hill,Nevada,-119.545446,38.7412959,,,,,,,,0,,,,,,
"Gold Point, Nevada",Gold Point,Nevada,-115.347198,38.818298,,,,,,,,0,,,,,,
"Goldfield, Nevada",Goldfield,Nevada,-117.233459,37.707559,,,,,,,,0,,,,,,
"Grantsville, Nevada",Grantsville,Nevada,-117.687088,38.873081,,,,,,,,0,,,,,,
"Hamilton, Nevada",Hamilton,Nevada,-115.394814,39.353802,,,,,,,,0,,,,,,
"Henry, Nevada",Henry,Nevada,-114.778282,41.740891,,,,,,,,0,,,,,,
"Hiko, Nevada",Hiko,Nevada,-115.224349,37.600451,,,,,,,,0,,,,,,
"Ione, Nevada",Ione,Nevada,-117.483727,38.985142,,,,,,,,0,,,,,,
"Johnnie, Nevada",Johnnie,Nevada,-116.073982,36.43462,,,,,,,,0,,,,,,
"Jungo, Nevada",Jungo,Nevada,-118.381767,40.91637,,,,,,,,0,,,,,,
"Klondike, Nevada",Klondike,Nevada,-120.188920,39.394982,,,,,,,,0,,,,,,
"Logan, Nevada",Logan,Nevada,-115.391899,37.609699,,,,,,,,0,,,,,,
"Luning, Nevada",Luning,Nevada,-118.178506,38.5054704,,,,,,,,0,,,,,,
"Manhattan, Nevada",Manhattan,Nevada,-117.073950,38.5386613,,,,,,,,0,,,,,,
"Marietta, Nevada",Marietta,Nevada,-118.157341,38.238079,,,,,,,,0,,,,,,
"Mountain City, Nevada",Mountain City,Nevada,-115.965074,41.838735,,,,,,,,0,,,,,,
"Nevada City, Nevada",Nevada City,Nevada,-121.019142,39.262711,,,,,,,,0,,,,,,
"Osceola, Nevada",Osceola,Nevada,-114.385556,39.0905001,,,,,,,,0,,,,,,
"Osceola, Nevada",Osceola,Nevada,-114.394562,39.092312,,,,,,,,0,,,,,,
"Paradise Valley, Nevada",Paradise Valley,Nevada,-117.534574,41.4935076,,,,,,,,0,,,,,,
"Pioche, Nevada",Pioche,Nevada,-114.452214,37.9296851,,,,,,,,0,,,,,,
"Quartz Mountain, Nevada",Quartz Mountain,Nevada,-117.965599,39.045799,,,,,,,,0,,,,,,
"Ragtown, Nevada",Ragtown,Nevada,-118.915802,39.503899,,,,,,,,0,,,,,,
"Rawhide, Nevada",Rawhide,Nevada,-118.303932,39.037022,,,,,,,,0,,,,,,
"Rhyolite, Nevada",Rhyolite,Nevada,-116.794281,36.8993,,,,,,,,0,,,,,,
"Rochester, Nevada",Rochester,Nevada,-118.270813,40.324402,,,,,,,,0,,,,,,
"Ruth, Nevada",Ruth,Nevada,-114.991684,39.281115,,,,,,,,0,,,,,,
"Silver City, Nevada",Silver City,Nevada,-119.641122,39.2637967,,,,,,,,0,,,,,,
"St. Thomas, Nevada",St. Thomas,Nevada,-114.383904,36.4692,,,,,,,,0,,,,,,
"Star City, Nevada",Star City,Nevada,-118.140602,40.544399,,,,,,,,0,,,,,,
"Sulphur, Nevada",Sulphur,Nevada,-118.737122,40.872318,,,,,,,,0,,,,,,
"Tenabo, Nevada",Tenabo,Nevada,-116.639221,40.327179,,,,,,,,0,,,,,,
"Tonopah, Nevada",Tonopah,Nevada,-117.230079,38.0671533,,,,,,,,0,,,,,,
"Treasure City, Nevada",Treasure City,Nevada,-115.479202,39.229698,,,,,,,,0,,,,,,
"Tybo, Nevada",Tybo,Nevada,-116.340042,38.450699,,,,,,,,0,,,,,,
"Union, Nevada",Union,Nevada,-117.598991,38.8718714,,,,,,,,0,,,,,,
"Unionville, Nevada",Unionville,Nevada,-118.072441,40.469372,,,,,,,,0,,,,,,
"Virginia City, Nevada",Virginia City,Nevada,-119.649517,39.3108133,,,,,,,,0,,,,,,
"Vya, Nevada",Vya,Nevada,-119.856888,41.56303,,,,,,,,0,,,,,,
"Wadsworth, Nevada",Wadsworth,Nevada,-119.285448,39.6338011,,,,,,,,0,,,,,,
"Crystal Spring, Nevadas",Crystal Spring,Nevadas,-93.453009,42.0227,,,,,,,,0,,,,,,
"Beebe River, New Hampshire",Beebe River,New Hampshire,-71.651939,43.829109,,,,,,,,0,,,,,,
"Livermore, New Hampshire",Livermore,New Hampshire,-71.491112,44.021084,,,,,,,,0,,,,,,
"Monson, New Hampshire",Monson,New Hampshire,-71.632828,44.001301,,,,,,,,0,,,,,,
"Batsto Village, New Jersey",Batsto Village,New Jersey,-74.646759,39.640831,,,,,,,,0,,,,,,
"Double Trouble, New Jersey",Double Trouble,New Jersey,-74.216972,39.895451,,,,,,,,0,,,,,,
"Port Elizabeth, New Jersey",Port Elizabeth,New Jersey,-74.980979,39.313075,,,,,,,,0,,,,,,
"Raritan Landing, New Jersey",Raritan Landing,New Jersey,-74.663509,40.904165,,,,,,,,0,,,,,,
"South Cape May, New Jersey",South Cape May,New Jersey,-74.951900,38.978161,,,,,,,,0,,,,,,
"Blackdom, New Mexico",Blackdom,New Mexico,-104.508301,33.163601,,,,,,,,0,,,,,,
"Cabezon, New Mexico",Cabezon,New Mexico,-107.097549,35.626068,,,,,,,,0,,,,,,
"Chance City, New Mexico",Chance City,New Mexico,-108.114138,32.2732,,,,,1880,1880,1930,50,,50,,,,
"Chloride, New Mexico",Chloride,New Mexico,-107.678237,33.339927,,,,,1881,1881,1931,50,,50,,,,
"Cimarron, New Mexico",Cimarron,New Mexico,-104.915496,36.509467,,,,,1840,,,0,,0,,,,
"Colfax, New Mexico",Colfax,New Mexico,-104.459488,36.584658,,,,,1908,1908,1933,25,,25,,,,
"Cooney, New Mexico",Cooney,New Mexico,-108.827850,33.42001,,,,,,,,0,,,,,,
"Cuchillo, New Mexico",Cuchillo,New Mexico,-107.360589,33.2359051,,,,,,,,0,,,,,,
"Dawson, New Mexico",Dawson,New Mexico,-104.774727,36.663528,,,,,,,,0,,,,,,
"El Ojo Del Padre, New Mexico",El Ojo Del Padre,New Mexico,-105.574074,36.432073,,,,,,,,0,,,,,,
"Elizabethtown, New Mexico",Elizabethtown,New Mexico,-105.283791,36.619888,,,,,,,,0,,,,,,
"Gage, New Mexico",Gage,New Mexico,-108.084824,32.229481,,,,,,,,0,,,,,,
"Galisteo, New Mexico",Galisteo,New Mexico,-105.946409,35.3955945,,,,,,,,0,,,,,,
"Gobernador, New Mexico",Gobernador,New Mexico,-107.357811,36.705231,,,,,,,,0,,,,,,
"Golden, New Mexico",Golden,New Mexico,-106.793043,32.32323295,,,,,,,,0,,,,,,
"Gran Quivira, New Mexico",Gran Quivira,New Mexico,-106.100739,34.263599,,,,,,,,0,,,,,,
"Hachita, New Mexico",Hachita,New Mexico,-108.320321,31.9181501,,,,,,,,0,,,,,,
"Hanover, New Mexico",Hanover,New Mexico,-108.091154,32.8134085,,,,,,,,0,,,,,,
"Hermosa, New Mexico",Hermosa,New Mexico,-107.725952,33.160259,,,,,,,,0,,,,,,
"Hillsboro, New Mexico",Hillsboro,New Mexico,-107.566974,32.9209072,,,,,,,,0,,,,,,
"Kelly, New Mexico",Kelly,New Mexico,-107.205313,34.0831199,,,,,,,,0,,,,,,
"Lake Valley, New Mexico",Lake Valley,New Mexico,-108.153542,36.086689,,,,,,,,0,,,,,,
"Magdalena, New Mexico",Magdalena,New Mexico,-107.243925,34.1167305,,,,,,,,0,,,,,,
"Mentmore, New Mexico",Mentmore,New Mexico,-108.878744,35.494495,,,,,,,,0,,,,,,
"Mogollon, New Mexico",Mogollon,New Mexico,-108.794229,33.3967283,,,,,,,,0,,,,,,
"Old Hachita, New Mexico",Old Hachita,New Mexico,-108.432824,31.9139827,,,,,,,,0,,,,,,
"Organ, New Mexico",Organ,New Mexico,-106.599494,32.4259688,,,,,,,,0,,,,,,
"Pinos Altos, New Mexico",Pinos Altos,New Mexico,-105.391397,35.1631058,,,,,,,,0,,,,,,
"Pittsburg, New Mexico",Pittsburg,New Mexico,-94.704803,37.410591,,,,,,,,0,,,,,,
"Red Hill, New Mexico",Red Hill,New Mexico,-108.867432,34.220169,,,,,,,,0,,,,,,
"Santa Rita, New Mexico",Santa Rita,New Mexico,-108.060112,32.804729,,,,,,,,0,,,,,,
"Shakespeare, New Mexico",Shakespeare,New Mexico,-108.730888,32.324162,,,,,,,,0,,,,,,
"Steins, New Mexico",Steins,New Mexico,-108.988647,32.22834,,,,,,,,0,,,,,,
"Tyrone, New Mexico",Tyrone,New Mexico,-108.302753,32.711384,,,,,,,,0,,,,,,
"Winston, New Mexico",Winston,New Mexico,-107.647259,33.3467365,,,,,,,,0,,,,,,
"Conklinville, New York",Conklinville,New York,-73.935472,43.314863,,,,,,,,0,,,,,,
"Doodletown, New York",Doodletown,New York,-74.000061,41.298229,,,,,,,,0,,,,,,
"Love Canal, New York",Love Canal,New York,-78.949173,43.083328,,,,,,,,0,,,,,,
"Tahawus, New York",Tahawus,New York,-74.054779,44.034828,,,,,,,,0,,,,,,
"Brunswick Town, North Carolina",Brunswick Town,North Carolina,-78.295448,34.111328,,,,,,,,0,,,,,,
"Buffalo City, North Carolina",Buffalo City,North Carolina,-75.961731,35.890461,,,,,,,,0,,,,,,
"Judson, North Carolina",Judson,North Carolina,-78.809097,35.002022,,,,,,,,0,,,,,,
"Portsmouth, North Carolina",Portsmouth,North Carolina,-76.337273,34.88295,,,,,,,,0,,,,,,
"Roanoke Colony, North Carolina",Roanoke Colony,North Carolina,-79.102389,35.47842,,,,,,,,0,,,,,,
"Alfred, North Dakota",Alfred,North Dakota,-98.996758,46.587109,,,,,,,,0,,,,,,
"Aurelia, North Dakota",Aurelia,North Dakota,-101.895576,48.466629,,,,,,,,0,,,,,,
"Bently, North Dakota",Bently,North Dakota,-102.074198,46.369155,,,,,,,,0,,,,,,
"Brisbane, North Dakota",Brisbane,North Dakota,-101.492271,46.342541,,,,,,,,0,,,,,,
"Charbonneau, North Dakota",Charbonneau,North Dakota,-103.752258,47.87727,,,,,,,,0,,,,,,
"Churchs Ferry, North Dakota",Churchs Ferry,North Dakota,-99.197664,48.263595,,,,,,,,0,,,,,,
"Fort Buford, North Dakota",Fort Buford,North Dakota,-103.994988,47.998154,,,,,,,,0,,,,,,
"Hartland, North Dakota",Hartland,North Dakota,-101.733810,48.427952,,,,,,,,0,,,,,,
"Leipzig, North Dakota",Leipzig,North Dakota,-101.946012,46.37786,,,,,,,,0,,,,,,
"Lonetree, North Dakota",Lonetree,North Dakota,-101.644073,48.283428,,,,,,,,0,,,,,,
"Omeemee, North Dakota",Omeemee,North Dakota,-100.363022,48.71188,,,,,,,,0,,,,,,
"Petrel, North Dakota",Petrel,North Dakota,-102.268646,45.952919,,,,,,,,0,,,,,,
"Sims, North Dakota",Sims,North Dakota,-100.957893,46.830219,,,,,,,,0,,,,,,
"Tagus, North Dakota",Tagus,North Dakota,-101.930893,48.35273,,,,,,,,0,,,,,,
"Temple, North Dakota",Temple,North Dakota,-103.059471,48.396488,,,,,,,,0,,,,,,
"Temvik, North Dakota",Temvik,North Dakota,-100.273613,46.378571,,,,,,,,0,,,,,,
"Verendrye, North Dakota",Verendrye,North Dakota,-100.637932,48.123798,,,,,,,,0,,,,,,
"Wheelock, North Dakota",Wheelock,North Dakota,-103.253310,48.294415,,,,,,,,0,,,,,,
"Ai, Ohio",Ai,Ohio,-83.916702,41.649769,,,,,,,,0,,,,,,
"Atwood, Ohio",Atwood,Ohio,-81.243156,40.554031,,,,,,,,0,,,,,,
"Blowville, Ohio",Blowville,Ohio,-84.036926,39.09565,,,,,,,,0,,,,,,
