"Town Name, State",Town Name,State,Longitude,Latitude,Coastal,Inland,Urban,Remote,Year Settled,Year Settled,Year Abandoned,Duration (years),Commodities,Mine Size,Mine Type,Mineral Distribution,Town Area (acres),Peak Population
"Sewell, West Virginia",Sewell,West Virginia,-81.019043,37.99704,,,,,,,,0,,,,,,
"Stotesbury, West Virginia",Stotesbury,West Virginia,-81.286659,37.684132,,,,,,,,0,,,,,,
"Thurmond, West Virginia",Thurmond,West Virginia,-81.080283,37.960231,,,,,,,,0,,,,,,
"Virginius Island, West Virginia",Virginius Island,West Virginia,-77.743340,39.319221,,,,,,,,0,,,,,,
"Ranney, Wisconsin",Ranney,Wisconsin,-90.101562,44.727242,,,,,,,,0,,,,,,
"Atlantic City, Wyoming",Atlantic City,Wyoming,-108.731194,42.49638,,,,,,,,0,,,,,,
"Bessemer, Wyoming",Bessemer,Wyoming,-106.521594,42.75844,,,,,,,,0,,,,,,
"Bryan, Wyoming",Bryan,Wyoming,-109.681038,41.570831,,,,,,,,0,,,,,,
"Carbon Timber Town, Wyoming",Carbon Timber Town,Wyoming,-106.999153,41.716919,,,,,,,,0,,,,,,
"Fort Steele, Wyoming",Fort Steele,Wyoming,-106.958511,41.754131,,,,,,,,0,,,,,,
"Hecla, Wyoming",Hecla,Wyoming,-105.172798,41.157501,,,,,,,,0,,,,,,
"Jeffrey City, Wyoming",Jeffrey City,Wyoming,-107.826524,42.494695,,,,,,,,0,,,,,,
"Kane, Wyoming",Kane,Wyoming,-108.201767,44.84417,,,,,,,,0,,,,,,
"Lewiston, Wyoming",Lewiston,Wyoming,-70.218353,44.098549,,,,,,,,0,,,,,,
"Lost Springs, Wyoming",Lost Springs,Wyoming,-104.925711,42.763245,,,,,,,,0,,,,,,
"Pacific Springs, Wyoming",Pacific Springs,Wyoming,-109.239675,41.597166,,,,,,,,0,,,,,,
"Piedmont, Wyoming",Piedmont,Wyoming,-110.622490,41.218441,,,,,,,,0,,,,,,
"Sherman, Wyoming",Sherman,Wyoming,-105.309700,41.12392,,,,,,,,0,,,,,,
"South Pass City, Wyoming",South Pass City,Wyoming,-108.796783,42.47504,,,,,,,,0,,,,,,
"The Duncan, Wyoming",The Duncan,Wyoming,-109.421265,43.604284,,,,,,,,0,,,,,,
"Van Tassell, Wyoming",Van Tassell,Wyoming,-104.089908,42.662716,,,,,,,,0,,,,,,
"Walcott, Wyoming",Walcott,Wyoming,-106.843097,41.762448,,,,,,,,0,,,,,,
,,,,,,,,,,,,0,,,,,,
